,title,price,link
98,"Dell Alienware x14 R2 Gaming Laptop, Intel Core i7-13620H/32GB/1TB SSD/NVIDIA RTX 4060 8GB GDDR6/14'' (35.56Cms) QHD+ 165Hz, 3ms, 300nits/Win 11+MSO'21+McAfee 15 Month/Lunar Silver/2.08Kgs  ","1,57,990",www.amazon.in/Dell-Alienware-x14-R2-i7-13620H/dp/B0C4ZP6QX5/ref=sr_1_134?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc&dib_tag=se&keywords=laptop&qid=1719411193&sprefix=lap%2Caps%2C194&sr=8-134
99,"Lenovo LOQ AI Powered AMD Ryzen 5 7640HS 15.6"" (39.6cm) FHD IPS 144Hz 350Nits Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB/Office 2021/3 Month Game Pass/Storm Grey/2.4Kg), 82XT00EEIN  ","67,990",www.amazon.in/Lenovo-Powered-7640HS-350Nits-82XT00EEIN/dp/B0CX8HGWSB/ref=sr_1_135?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc&dib_tag=se&keywords=laptop&qid=1719411193&sprefix=lap%2Caps%2C194&sr=8-135
100,"HP Pavilion Plus 13th Gen Intel EVO Core i5-1340P 14inch(35.6 cm), Metal Body,TUV certified 2.2K,Micro Edge Display(16GB RAM/512GB SSD/B&O/5MP Camera/Intel Iris Xe Graphics/FPR/MSO/Win 11,14-eh1022TU  ","72,990",www.amazon.in/HP-Pavilion-i5-1340P-Certified-14-eh1022TU/dp/B0C1P9NSMB/ref=sr_1_136?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc&dib_tag=se&keywords=laptop&qid=1719411193&sprefix=lap%2Caps%2C194&sr=8-136
101,"HONOR MagicBook X16 (2024), 12th Gen Intel Core i5-12450H, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/512GB PCIe SSD/Windows 11/ Full-Size Numeric Keyboard /1.68Kg), Gray  ","41,990",www.amazon.in/MagicBook-i5-12450H-Anti-Glare-Full-Size-Keyboard/dp/B0CRQB2NWD/ref=sr_1_137?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc&dib_tag=se&keywords=laptop&qid=1719411193&sprefix=lap%2Caps%2C194&sr=8-137
102,"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","36,990",www.amazon.in/Acer-Premium-Windows-AL15-41-Display/dp/B0CB7S1RTX/ref=sr_1_15?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.fqCoVUInmrOM2rwjNyfhkGZ0betsjBF1OJtxP5lalVMjHJvBFGIgr7v7_HAuGYWwkDiMpQD3GcbNzJKfTBREqcN_MXdd8MgbhRfj4d16p1zS-timDo_eiPEGE0hyeMcPrtTi5iShizKa0ztmYGfFc1-XZaUYR-WxuCpgcH_o5tkuBjCwUP-RnU2A-BGSvM972tQK1sp93LmmVGEwTnIgVa3wjO6945wX_Zzf_IRFjl4.cNTrKzZLAB7BpbIDaOqnVEBTIOwLR9aMWDx-geZeW5U&dib_tag=se&keywords=laptop&qid=1719411159&sprefix=lap%2Caps%2C194&sr=8-15
103,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 82XF003CIN  ","67,499",www.amazon.in/Lenovo-IdeaPad-13500H-Backlit-82XF003GIN/dp/B0C9HPCDJS/ref=sr_1_138?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc&dib_tag=se&keywords=laptop&qid=1719411193&sprefix=lap%2Caps%2C194&sr=8-138
104,"ASUS TUF F15 Gaming Laptop, Intel Core i5-11400H 11th Gen, 15.6""(39.62 cms) FHD 144Hz, RTX 3050 4GB Graphics, (8GB RAM /512GB SSD/90WHrs Battery/Windows 11/Office 2021/Black/2.3 kg) FX506HC-HN089WS  ","59,490",www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTgxMTM0OTEzMDg3MTc3OjE3MTk0MTExOTM6c3BfbXRmOjMwMDExOTI5NjkzNTAzMjo6MDo6&url=%2FASUS-i5-11400H-RTX-3050-Graphics-FX506HC-HN089WS%2Fdp%2FB0B3DMMS9L%2Fref%3Dsr_1_139_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411193%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
105,"Lenovo ThinkBook 15 G5 AMD Ryzen 7 7730U 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg), 21JFA00BIN  ","44,990",www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTgxMTM0OTEzMDg3MTc3OjE3MTk0MTExOTM6c3BfbXRmOjMwMDE2NjY2Nzc3MDIzMjo6MDo6&url=%2FLenovo-ThinkBook-Antiglare-Fingerprint-21JFA00BIN%2Fdp%2FB0CGCRRC1Z%2Fref%3Dsr_1_140_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411193%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
106,"Acer [Smartchoice] Aspire Lite AMD Ryzen 7 5700U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/512 GB SSD/MSO) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","43,990",www.amazon.in/Acer-Smartchoice-Premium-Windows-AL15-41/dp/B0CWTLXMMC/ref=sr_1_141?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc&dib_tag=se&keywords=laptop&qid=1719411193&sprefix=lap%2Caps%2C194&sr=8-141
107,"HP 255 G9 AMD R5 Ryzen 5-5625U (8 GB/512 GB SSD/Windows 11 Home) Business Laptop (15.6 inch, Black, 1.75 kg)  ","32,799",www.amazon.in/HP-255-G9-5-5625U-Business/dp/B0C2VXVPBD/ref=sr_1_142?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc&dib_tag=se&keywords=laptop&qid=1719411193&sprefix=lap%2Caps%2C194&sr=8-142
108,"ASUS TUF F17 Gaming Laptop, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) 144Hz, (8GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), â€ŽFX706HF-HX018W  ","53,081",www.amazon.in/ASUS-i5-11400H-17-3-inch-GeForce-FX706HF-HX018W/dp/B0C27VNNWH/ref=sr_1_143?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc&dib_tag=se&keywords=laptop&qid=1719411193&sprefix=lap%2Caps%2C194&sr=8-143
109,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel Iris Xe graphics, 720p HD camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5008TU  ","47,990",www.amazon.in/HP-i5-1235U-15-6-inch-graphics-fy5008TU/dp/B0D4M1XZ3D/ref=sr_1_144?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc&dib_tag=se&keywords=laptop&qid=1719411193&sprefix=lap%2Caps%2C194&sr=8-144
110,"HP Pavilion 15, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, AMD Radeon graphics, FPR, 720p HD camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eh1047AU  ","52,990",www.amazon.in/HP-Pavilion-15-6-inch-graphics-eh1047AU/dp/B0CRKNR9LS/ref=sr_1_145?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc&dib_tag=se&keywords=laptop&qid=1719411193&sprefix=lap%2Caps%2C194&sr=8-145
111,"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/512GB SSD/6GB RTX 3050 Graphics/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG  ","64,036",www.amazon.in/Acer-Graphics-Win11Home-AL15G-52-39-62cm/dp/B0D32TY16C/ref=sr_1_146?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc&dib_tag=se&keywords=laptop&qid=1719411193&sprefix=lap%2Caps%2C194&sr=8-146
112,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 3050 Graphics 6 GB VRAM, 144Hz Display (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51  ","70,990",www.amazon.in/Acer-i5-13420H-Graphics-Display-ANV15-51/dp/B0CQP1T2VW/ref=sr_1_147?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc&dib_tag=se&keywords=laptop&qid=1719411193&sprefix=lap%2Caps%2C194&sr=8-147
113,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU  ","31,990",www.amazon.in/HP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au/dp/B09R1MMMTH/ref=sr_1_3?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.fqCoVUInmrOM2rwjNyfhkGZ0betsjBF1OJtxP5lalVMjHJvBFGIgr7v7_HAuGYWwkDiMpQD3GcbNzJKfTBREqcN_MXdd8MgbhRfj4d16p1zS-timDo_eiPEGE0hyeMcPrtTi5iShizKa0ztmYGfFc1-XZaUYR-WxuCpgcH_o5tkuBjCwUP-RnU2A-BGSvM972tQK1sp93LmmVGEwTnIgVa3wjO6945wX_Zzf_IRFjl4.cNTrKzZLAB7BpbIDaOqnVEBTIOwLR9aMWDx-geZeW5U&dib_tag=se&keywords=laptop&qid=1719411159&sprefix=lap%2Caps%2C194&sr=8-3
114,"(Refurbished) HP Chromebook 13 G1 6th Gen Intel Core m5 FHD Thin & Light Laptop (8 GB RAM| 32 GB eMMC Storage| 13.3"" (33.8 cm) FHD| Chrome OS| WiFi| Bluetooth| Webcam| Intel Graphics)  ","12,999",www.amazon.in/Refurbished-HP-Chromebook-Bluetooth-Graphics/dp/B0D335SPLQ/ref=sr_1_16?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.fqCoVUInmrOM2rwjNyfhkGZ0betsjBF1OJtxP5lalVMjHJvBFGIgr7v7_HAuGYWwkDiMpQD3GcbNzJKfTBREqcN_MXdd8MgbhRfj4d16p1zS-timDo_eiPEGE0hyeMcPrtTi5iShizKa0ztmYGfFc1-XZaUYR-WxuCpgcH_o5tkuBjCwUP-RnU2A-BGSvM972tQK1sp93LmmVGEwTnIgVa3wjO6945wX_Zzf_IRFjl4.cNTrKzZLAB7BpbIDaOqnVEBTIOwLR9aMWDx-geZeW5U&dib_tag=se&keywords=laptop&qid=1719411159&sprefix=lap%2Caps%2C194&sr=8-16
115,"Lenovo LOQ AI Powered AMD Ryzen 7 7840HS 15.6"" (39.6cm) FHD IPS 144Hz 350Nits Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB/Office 2021/3 Month Game Pass/Storm Grey/2.4Kg), 82XT004HIN  ","77,990",www.amazon.in/Lenovo-Powered-7840HS-350Nits-82XT004HIN/dp/B0CR1J1ML9/ref=sr_1_148?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc&dib_tag=se&keywords=laptop&qid=1719411193&sprefix=lap%2Caps%2C194&sr=8-148
116,"Lenovo IdeaPad Slim 3 AMD Ryzen 7 5700U 15.6"" FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Arctic Grey/1.65Kg), 82KU024JIN  ","46,300",www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTgxMTM0OTEzMDg3MTc3OjE3MTk0MTExOTM6c3BfYnRmOjMwMDE2ODEyNzU1OTczMjo6MDo6&url=%2FLenovo-IdeaPad-Laptop-Windows-82KU024JIN%2Fdp%2FB0CP2DWWFS%2Fref%3Dsr_1_149_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411193%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
117,"Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,Flipped 360 Degree, Windows 11,Intel Core i3-1215U 12th gen, 46.2Wh, 12 GB RAM LPDDR4 512 GB SSD Expandable Upto 1 TB, Backlit Keyboard  ","37,990",www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTgxMTM0OTEzMDg3MTc3OjE3MTk0MTExOTM6c3BfYnRmOjMwMDIxODY4NTYzNjkzMjo6MDo6&url=%2FChuwi-FreeBook-Touchscreen-i3-1215U-Expandable%2Fdp%2FB0B1M6XJBJ%2Fref%3Dsr_1_150_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.4O1hLk-_K_OJ8Zi1lP-OXyl4c09uuCZcaeduDziBMqEisbrs1aVAadkCFTi04p30pqS4PUPaZjtT5P84kkNW-vy1MjUdtiU_NmjvEGMgCeWfdnD-Nn8LXPlcAySHWToRTOJgRSo_Fm2iOqjJz1j-zFoI4ZsPu-xvzFI-H-kQ4vNHKpVz8nfygZsCO0SZr8B5JBXpd2ZYx6zpEHNTLzGyp1U5jYy6hkQ5BaqHAsaGTCo.LL0NlYmz7RQdOozG1nHtyRsmngeL7i4-nRSUIYvjZMc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411193%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
118,"Chuwi GemiBook Plus 15.6"" Laptop, 8GB RAM 256GB SSD, Windows 11, Intel N100 (Upto 3.4GHz), WIFI 6, USB-A 3.0, Webcam, Bluetooth 5.2, HDMI Port, 38Wh, 1.7kg (Iron Gray)  ","20,990",www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NDY0NjEzMzI4MzA2MTc3OjE3MTk0MTExOTc6c3BfYXRmX25leHQ6MzAwMTM3MzY0NDY0MTMyOjowOjo&url=%2FChuwi-GemiBook-Plus-Windows-Bluetooth%2Fdp%2FB0CP98WK8J%2Fref%3Dsr_1_145_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.hodCpG0QS0dIhxxu-6ouOAGKTeTleXfMbwmzhyLxixyrmU5iRpK9rAvQh54TqtrfuZezGHWaeQU3OePz8B7YE_FJ2tOwFBAh2B1vd-nLrzExpeXqGRleNLvwc2VvYimM57y4xKtVkIif3YTFHlTLn2E6dK00wMTdWT6UPFq-zpvzIeCXt3ePski6YKF1jLtp-7hiHmUlHavNrZEaQaGQLT2ZRewDTDPBfjBhNMNc-j0.94VGRQiDB1wf-fwut-A63gr7lZOhMXJlh9YES1EMC9A%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411197%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
119,"Dell 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 8GB DDR4 & 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Win 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg  ","51,990",www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NDY0NjEzMzI4MzA2MTc3OjE3MTk0MTExOTc6c3BfYXRmX25leHQ6MzAwMTg5MjkwODYxNTMyOjowOjo&url=%2FDell-Generation-i5-1334U-Processor-39-62cm%2Fdp%2FB0D46P4V5V%2Fref%3Dsr_1_146_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.hodCpG0QS0dIhxxu-6ouOAGKTeTleXfMbwmzhyLxixyrmU5iRpK9rAvQh54TqtrfuZezGHWaeQU3OePz8B7YE_FJ2tOwFBAh2B1vd-nLrzExpeXqGRleNLvwc2VvYimM57y4xKtVkIif3YTFHlTLn2E6dK00wMTdWT6UPFq-zpvzIeCXt3ePski6YKF1jLtp-7hiHmUlHavNrZEaQaGQLT2ZRewDTDPBfjBhNMNc-j0.94VGRQiDB1wf-fwut-A63gr7lZOhMXJlh9YES1EMC9A%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411197%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
120,"ASUS Vivobook Pro 15, AMD Ryzen 7 6800HS, 15.6"" (39.62 cm) FHD, Creator/Gaming Laptop (16 GB RAM/512GB SSD/4GB RTX 3050/Win11/Backlit KB/Fingerprint/Silver/1.80kg), M6500RC-HN742WS  ","69,990",www.amazon.in/ASUS-Vivobook-Creator-Fingerprint-M6500RC-HN742WS/dp/B0CFW2HB2V/ref=sr_1_147?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.hodCpG0QS0dIhxxu-6ouOAGKTeTleXfMbwmzhyLxixyrmU5iRpK9rAvQh54TqtrfuZezGHWaeQU3OePz8B7YE_FJ2tOwFBAh2B1vd-nLrzExpeXqGRleNLvwc2VvYimM57y4xKtVkIif3YTFHlTLn2E6dK00wMTdWT6UPFq-zpvzIeCXt3ePski6YKF1jLtp-7hiHmUlHavNrZEaQaGQLT2ZRewDTDPBfjBhNMNc-j0.94VGRQiDB1wf-fwut-A63gr7lZOhMXJlh9YES1EMC9A&dib_tag=se&keywords=laptop&qid=1719411197&sprefix=lap%2Caps%2C194&sr=8-147
