,title,price,link
236,"Acer [Smartchoice] Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/8 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","28,999",www.amazon.in/Acer-Smartchoice-Premium-Windows-AL15-41/dp/B0CWTSF1TK/ref=sr_1_21?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.Yl7SdSyCs9wj6xXHNJgTi3o4yRI_0hJ-dGRhDq9OsPvsjU6SsatAT0DGOFx238HS0N39bvLvh9caPyK7tv4Kdf0lE4HXcQMe6lUIUmVZvZGdsUElnfF0FkDwWe-LENXlJ-4oWG1Ir_8NcTBmKbVSFvnToIqn9HFNp51snY1AU9ONjFVA0gDamgZMtjJrC0po9_P7cLEJFheKHuIbLE-XB7UCo28Zv92vrerUmMwdsYI.oICCFu02moIn8_jFdkRCjwqEENa4zRjRTknqxVU_ic0&dib_tag=se&keywords=laptop&qid=1719411163&sprefix=lap%2Caps%2C194&sr=8-21
237,"Dell Inspiron 3530 Laptop, 13th Generation Intel Core i7-1355U Processor, 16GB, 512GB, 15.6"" (39.62cm) FHD 120Hz Display, Backlit KB, Win 11 + MSO'21, 15 Month McAfee, Silver, Thin & Light-1.62kg  ","70,390",www.amazon.in/Dell-Inspiron-3530-i7-1355U-Processor/dp/B0CJK111K3/ref=sr_1_228?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.hva44aZGYaDSkRtAxzP6Q-vmBVNnVkwpTKYNxibW_o6BifY3htSOJXMovnfHyTOtMwM7j4XMK6U0r9Q3zljv6xiT9DtA3r-XAtRJI-5iMofiqdii1lsJOqL1He1DhoO-7hYmyADRNHKhcrPnmJGbw2eqDkAkMofXAx3EzLURtA1GHcnYcGAUbJRakIv9swvj7GRlYZxNupxPId1mgJJWab_SZVXvTdPw8LMwLxNaRyA.qw3tTeQAMl18SGSXKLkwq8-sZb4Y_zrKvYkdLCAXTIQ&dib_tag=se&keywords=laptop&qid=1719411215&sprefix=lap%2Caps%2C194&sr=8-228
238,"Acer Predator Helios Neo 16 Gaming Laptop 14th Gen Intel Core i7 Processor (Windows 11 Home/16 GB/1 TB SSD/NVIDIA GeForce RTX 4050) PHN16-72 with 40.64 cm (16"") WUXGA Display  ","1,32,990",www.amazon.in/sspa/click?ie=UTF8&spc=MTo2Mzg2NzI2NjMxNTYxMTc3OjE3MTk0MTEyMTU6c3BfYnRmOjMwMDE3MDIxNjE2NDUzMjo6MDo6&url=%2FAcer-Predator-Processor-Windows-PHN16-72%2Fdp%2FB0CZRV1SSD%2Fref%3Dsr_1_229_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.hva44aZGYaDSkRtAxzP6Q-vmBVNnVkwpTKYNxibW_o6BifY3htSOJXMovnfHyTOtMwM7j4XMK6U0r9Q3zljv6xiT9DtA3r-XAtRJI-5iMofiqdii1lsJOqL1He1DhoO-7hYmyADRNHKhcrPnmJGbw2eqDkAkMofXAx3EzLURtA1GHcnYcGAUbJRakIv9swvj7GRlYZxNupxPId1mgJJWab_SZVXvTdPw8LMwLxNaRyA.qw3tTeQAMl18SGSXKLkwq8-sZb4Y_zrKvYkdLCAXTIQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411215%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-229-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
239,ten Genuine leather Massenger Laptop bag For Men | Leather Laptop Office Work bag Size 15 Inch | Real Leather Laptop bag  ,"2,900",www.amazon.in/sspa/click?ie=UTF8&spc=MTo2Mzg2NzI2NjMxNTYxMTc3OjE3MTk0MTEyMTU6c3BfYnRmOjMwMDE5NDczNjE0MDQzMjo6MDo6&url=%2Ften-Genuine-leather-Massenger-Leather%2Fdp%2FB0D4K3TDFM%2Fref%3Dsr_1_230_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.hva44aZGYaDSkRtAxzP6Q-vmBVNnVkwpTKYNxibW_o6BifY3htSOJXMovnfHyTOtMwM7j4XMK6U0r9Q3zljv6xiT9DtA3r-XAtRJI-5iMofiqdii1lsJOqL1He1DhoO-7hYmyADRNHKhcrPnmJGbw2eqDkAkMofXAx3EzLURtA1GHcnYcGAUbJRakIv9swvj7GRlYZxNupxPId1mgJJWab_SZVXvTdPw8LMwLxNaRyA.qw3tTeQAMl18SGSXKLkwq8-sZb4Y_zrKvYkdLCAXTIQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411215%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-230-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
240,"Lenovo ThinkPad E14 AMD Ryzen 3 7330U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Win 11/Office 2021/AMD Radeon Graphics/FPR/Black/1 Year onsite/1.41 kg), 21JRS00Y00  ","48,990",www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDk0NjY0OTQ3MTIwMTc3OjE3MTk0MTEyMjA6c3BfYXRmX25leHQ6MzAwMDEzNjgyMjMzMTMyOjowOjo&url=%2FLenovo-ThinkPad-Windows-Graphics-21JRS00Y00%2Fdp%2FB0C9MTWT8F%2Fref%3Dsr_1_225_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411220%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-225-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
241,"Gods GHOST 25 ltr Anti Theft 15.6 inch Laptop Tech Backpack for Men, Women, Boys, Girls | Premium bags for Gift | Bike Riding Bag for College, Travel, Office, Flight luggage | Black  ","3,578",www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDk0NjY0OTQ3MTIwMTc3OjE3MTk0MTEyMjA6c3BfYXRmX25leHQ6MzAwMTM3MzExNjk3OTMyOjowOjo&url=%2FGods-Backpack-Compartment-Resistant-Capacity-25%2Fdp%2FB077XJ4D6W%2Fref%3Dsr_1_226_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411220%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-226-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
242,"ASUS Vivobook 15 OLED (2023), AMD Ryzen 5 7530U, 15.6"" (39.62 cm) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit KB/FP Sensor/Black/1.7 Kg), M1505YA-LK541WS  ","51,990",www.amazon.in/ASUS-Vivobook-Windows-Backlit-M1505YA-LK541WS/dp/B0BQSNSY42/ref=sr_1_227?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-227
243,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Metal Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel Iris Xe Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray, 1.59 KG  ","42,999",www.amazon.in/Acer-i5-1235U-Windows-Graphics-AL15-52/dp/B0CY1SF54S/ref=sr_1_228?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-228
244,"Lenovo LOQ Intel Core i7-13650HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB Graphics/100% sRGB/Office 21/3 Month Game Pass/Grey/2.4Kg), 83DV00BJIN  ","89,990",www.amazon.in/Lenovo-i7-13650HX-300Nits-Graphics-83DV00BJIN/dp/B0CX8RYYVR/ref=sr_1_229?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-229
245,"MSI Thin 15, Intel Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050, Cosmos Gray/1.86Kg), B12UC-1692IN  ","61,990",www.amazon.in/MSI-i5-12450H-Windows-GeForce-B12UC-1692IN/dp/B0CV9P2BB8/ref=sr_1_230?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-230
246,"Dell Inspiron 5430 Laptop, 13th Gen Intel Core i5-1335U Processor/16GB/1TB SSD/14.0"" (35.56CM) FHD+ WVA 250 nits/Backlit KB + FPR/Win 11+MSO'21/15 Month McAfee/Platinum Silver/Thin & Light- 1.59KG  ","68,990",www.amazon.in/Dell-Inspiron-5430-i5-1335U-Processor/dp/B0CBC9HLLC/ref=sr_1_231?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-231
247,"HP Laptop 15,12th Gen Intel Core i3-1215U,15.6 inch(39.6 cm),FHD,Anti-Glare,8 GB DDR4,512 GB SSD,Windows 11,MSO,Dual Speakers,1.69 kg,Natural Silver,15s-fq5326TU  ","36,970",www.amazon.in/HP-i3-1215U-Anti-Glare-Speakers-15s-fq5326TU/dp/B0CYQ257C1/ref=sr_1_22?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.Yl7SdSyCs9wj6xXHNJgTi3o4yRI_0hJ-dGRhDq9OsPvsjU6SsatAT0DGOFx238HS0N39bvLvh9caPyK7tv4Kdf0lE4HXcQMe6lUIUmVZvZGdsUElnfF0FkDwWe-LENXlJ-4oWG1Ir_8NcTBmKbVSFvnToIqn9HFNp51snY1AU9ONjFVA0gDamgZMtjJrC0po9_P7cLEJFheKHuIbLE-XB7UCo28Zv92vrerUmMwdsYI.oICCFu02moIn8_jFdkRCjwqEENa4zRjRTknqxVU_ic0&dib_tag=se&keywords=laptop&qid=1719411163&sprefix=lap%2Caps%2C194&sr=8-22
248,"Lenovo V14 Intel Core i5 12th Gen 14"" (35.56cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.43 kg), 82TS005DIH  ","43,490",www.amazon.in/Lenovo-35-56cm-1920x1080-Antiglare-82TS005DIH/dp/B0CWNL2NSL/ref=sr_1_232?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-232
249,"HP Pavilion Plus 14 Laptop, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), WUXGA, 16GB LPDDR5x, 512GB SSD, Premium metal, TBT 4 and HDMI 2.1, 5MP camera (Win 11, MSO 2021, Silver, 1.44 kg), ew0116TU  ","70,490",www.amazon.in/HP-Pavilion-i5-1335U-14-inch-ew0116TU/dp/B0CWDBJ3Q8/ref=sr_1_233?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-233
250,"Lenovo IdeaPad Slim 3 Intel Core i5-13420H 15.6"" (39.6cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa built-in/3 month Game Pass/Arctic Grey/1.62Kg), 83EM0023IN  ","58,400",www.amazon.in/Lenovo-IdeaPad-i5-13420H-39-6cm-83EM0023IN/dp/B0CWRQP49Y/ref=sr_1_234?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-234
251,KRESHU 50 Litre Travel Backpack | Laptop Backpacks for Men Women | Shoulder Bag with USB Charging Port | College Bag Fits 17 Inch Laptop (Black)  ,"1,999",www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDk0NjY0OTQ3MTIwMTc3OjE3MTk0MTEyMjA6c3BfbXRmOjMwMDIzNDE5NDE0NTgzMjo6MDo6&url=%2FKRESHU-Backpack-Laptop-Backpacks-Shoulder%2Fdp%2FB0CX97Y7XY%2Fref%3Dsr_1_235_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411220%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-235-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
252,"Dynotrek Mock 15.6 inch Laptop Sleeve Case Cover Pouch with Handle Computer Bag for MacBook Pro 16""/15"" Dell Lenovo HP Asus Acer Samsung Chromebook (Maroon)  ",549,www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDk0NjY0OTQ3MTIwMTc3OjE3MTk0MTEyMjA6c3BfbXRmOjMwMDE1NTE4NjMzODMzMjo6MDo6&url=%2FDynotrek-Computer-MacBook-Samsung-Chromebook%2Fdp%2FB08PYBFTTS%2Fref%3Dsr_1_236_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411220%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-236-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
253,"HP Pavilion 14, 11th Gen Intel Core i7-1195G7, 14-inch (35.6 cm), FHD, 16GB DDR4, 1TB SSD, Intel Iris Xe graphics, FPR, Backlit KB, Audio by B&O (Win 11, MSO 2019, Silver, 1.41 kg), dv1029TU  ","66,990",www.amazon.in/HP-Pavilion-i7-1195G7-graphics-dv1029TU/dp/B09TSRGZL3/ref=sr_1_237?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-237
254,"HP Laptop 15s, Intel Core i3-1115G4, 15.6 inch(39.6cm) HD Laptop(8GB RAM,512GB SSD,Intel UHD Graphics,Dual Speakers,Win 11,Alexa,Numeric Keypad,1.69 Kgs,Jet Black) 15s-fq2738TU  ","35,490",www.amazon.in/HP-i3-1115G4-Graphics-Speakers-15s-fq2738TU/dp/B0C3D6NMJ3/ref=sr_1_238?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-238
255,Acer Travelmate Business Laptop Intel Core i7-11th Gen (Windows 11 Home/16 GB Ram/1TB SSD/Intel Iris Xe Graphics/14.0 IPS Display/Backlit Keyboard/Fingerprint Sensor) TMP214-53  ,"47,990",www.amazon.in/Acer-Travelmate-Business-Fingerprint-TMP214-53/dp/B0CHRPJCSG/ref=sr_1_239?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-239
256,"AVITA Laptop Pura S102 15.6 Inch Celeron 8Gb Ram, 512Gb Ssd - Intel, Windows 11 Home  ","17,331",www.amazon.in/AVITA-Laptop-PURA-CELERON-512GB/dp/B0CLP95QGZ/ref=sr_1_240?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-240
257,"Lenovo IdeaPad Slim 3 AMD Ryzen 3 7320U 15.6 inch (39.6cm) FHD Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82XQ008DIN  ","34,990",www.amazon.in/Lenovo-IdeaPad-39-6cm-Windows-82XQ008DIN/dp/B0CCP88X9Q/ref=sr_1_241?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-241
258,"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB Graphics/100% sRGB/3 Mon. Game Pass/Grey/2.4Kg), 83GS003NIN  ","65,990",www.amazon.in/Lenovo-i5-12450HX-300Nits-Graphics-83GS003NIN/dp/B0D49RN3X6/ref=sr_1_23?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.Yl7SdSyCs9wj6xXHNJgTi3o4yRI_0hJ-dGRhDq9OsPvsjU6SsatAT0DGOFx238HS0N39bvLvh9caPyK7tv4Kdf0lE4HXcQMe6lUIUmVZvZGdsUElnfF0FkDwWe-LENXlJ-4oWG1Ir_8NcTBmKbVSFvnToIqn9HFNp51snY1AU9ONjFVA0gDamgZMtjJrC0po9_P7cLEJFheKHuIbLE-XB7UCo28Zv92vrerUmMwdsYI.oICCFu02moIn8_jFdkRCjwqEENa4zRjRTknqxVU_ic0&dib_tag=se&keywords=laptop&qid=1719411163&sprefix=lap%2Caps%2C194&sr=8-23
259,"ASUS Creator Series Vivobook 16X (2023), Intel Core i5-12450H 12th Gen, 16"" (40.64 cm) FHD+ 120Hz, Creator/Gaming Laptop (16GB/512GB/6GB RTX 4050 /Win11/70WHr /Black/1.8 kg), K3605ZU-MB541WS  ","79,990",www.amazon.in/ASUS-Creator-Vivobook-i5-12450H-K3605ZU-MB541WS/dp/B0C5N4K9HB/ref=sr_1_242?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.qXr_9Janvt8gTjJLh4DzxLZcj1530TMN6HAgwqYyqsXuIntCgrHnFlSNmwzT8L4y7x-mcNSxFqWUmzuZ-X5es9h5IchvGHiynmn6RS-RZEio1-1mT7oSeGn-ht-fxovl7G3mnwI83uiry-FoclwI96QT9uJCOGJgJ508ABNC7grGNS4b33z25ym8hK7f0Wz0cW013oNsAx90Elhz187nRcsfwrJkRJhnNAFX6x9OW-0.WfC3fScelaYnS0iM94ACJOpZ_hEKuih02gJt0OW0Ae8&dib_tag=se&keywords=laptop&qid=1719411220&sprefix=lap%2Caps%2C194&sr=8-242
